check_id,title,severity,service,region,resource_name,resource_arn,status_detail,description,risk,remediation,tool,cloud_provider,finding_id,account_id,scan_date,cvss_score,exposure_score,blast_radius,priority_score,priority_band,risk_label,ai_risk_level_baseline,ai_confidence_baseline,ai_score,ai_risk_level,ai_confidence
vm_desired_sku_size,Virtual Machine uses an organization-approved SKU size,medium,vm,centralus,vm-web-cloudguardian-lab,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/RG-CLOUDGUARDIAN-LAB/providers/Microsoft.Compute/virtualMachines/vm-web-cloudguardian-lab,VM vm-web-cloudguardian-lab is using Standard_D2s_v3 which is not a desired SKU size in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).,"**Azure virtual machines** are compared against an organization **allowlist of VM size SKUs** defined in `desired_vm_sku_sizes`.

Instances using sizes outside this list are flagged as non-standard.","Unrestricted VM sizes enable over-provisioned or exotic SKUs, leading to:
- Sudden cost spikes and quota exhaustion (availability)
- Use of hardware lacking required security features (confidentiality/integrity)
- Abuse by compromised accounts for cryptomining at scale","Adopt a **least privilege, policy-enforced allowlist** of VM size SKUs per workload tier and region.
- Deny creation of non-approved sizes across scopes
- Require exception reviews with time-bound overrides
- Reassess the list regularly for cost, performance, and compliance
- Monitor provisioning and cost anomalies for drift",Prowler v4,Azure,FND-0198,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.96
config-recorder-not-configured,AWS Config Not Enabled,medium,config,,config.regions.us-west-2.NotConfigured,,config.regions.us-west-2.NotConfigured,AWS Config Not Enabled,"No AWS Config recorders are configured, which means that changes in AWS resource configuration are not logged. This hinders security analysis, resource change tracking and compliance auditing.","Enable AWS Config in all regions, define the resources you want to record in each region and include global resources (IAM resources)",ScoutSuite,AWS,FND-0361,735291151388,2026-07-11,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.827,4.55,MEDIUM,0.83
bedrock_guardrails_configured,Bedrock has at least one guardrail configured in the audited region,medium,bedrock,ap-south-1,bedrock-guardrails,arn:aws:bedrock:ap-south-1:735291151388:guardrails,Bedrock has no guardrails configured in region ap-south-1.,"**Amazon Bedrock guardrails** provide reusable safety policies for filtering harmful or unwanted content in model inputs and outputs.

This evaluation checks whether at least one guardrail exists in each successfully scanned region. It does **not** verify that guardrails are attached to agents or passed on individual model invocation API calls.","Without any configured **Bedrock guardrails** in a region, teams lack a native reusable policy object for **content filtering** and **safety controls**. Applications may invoke models without standardized protections against **harmful content**, **prompt injection**, or **sensitive-data exposure** unless equivalent controls are enforced elsewhere.","Create at least one **Bedrock guardrail** in each region where Bedrock is used, then separately ensure those guardrails are attached to relevant agents and invocation paths.
- Configure **content filters** for harmful categories (hate, violence, sexual, misconduct)
- Add **sensitive information filters** and **denied topic policies**
- Apply guardrails at the API call level using `guardrailIdentifier` where supported",Prowler v4,AWS,FND-0004,735291151388,2026-07-11,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.825,4.54,MEDIUM,0.778
ssmincidents_enabled_with_plans,SSM Incidents replication set is ACTIVE and has at least one response plan,medium,ssmincidents,ap-south-1,735291151388,arn:aws:ssm-incidents:ap-south-1:735291151388:replication-set,No SSM Incidents replication set exists.,"**Incident Manager** uses a **replication set** and **response plans**. This evaluates whether a replication set exists and is `ACTIVE`, and that at least one response plan is configured for coordinated incident handling.","Without an `ACTIVE` replication set or response plans, incidents lack coordinated engagement and automation, raising MTTR and impacting availability and integrity.

Threats include prolonged outages, lateral movement, and data exfiltration from delayed containment and misrouted escalation.","Establish an `ACTIVE` **replication set** and create **response plans** that define engagement, escalation, runbooks, severity, and communication.

Apply **least privilege** to automation roles, test plans regularly, integrate with monitoring to trigger them, and use **defense in depth** with redundant contacts and Regions.",Prowler v4,AWS,FND-0116,735291151388,2026-07-11,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.823,4.53,MEDIUM,0.834
bedrock_model_invocation_logging_enabled,Amazon Bedrock model invocation logging is enabled,medium,bedrock,ap-south-1,model-invocation-logging,arn:aws:bedrock:ap-south-1:735291151388:model-invocation-logging,Bedrock Model Invocation Logging is disabled.,"**Bedrock** model invocation logging captures request, response, and metadata for `Converse`, `ConverseStream`, `InvokeModel`, and `InvokeModelWithResponseStream` calls per Region, delivering records to **CloudWatch Logs** and/or **S3** when configured.","Without **invocation logs**, you lose **auditability** and **forensic visibility** into model activity.

Credential misuse or **prompt injection/jailbreak** attempts may go unnoticed, enabling data exfiltration and unauthorized spend. Missing traceability weakens **integrity** controls and slows incident response.","Enable **model invocation logging** and route events to **CloudWatch Logs** and/or **S3**.

Enforce **least privilege** on log access, use encryption, and set retention/lifecycle policies. Monitor for anomalies and alerts to support **defense in depth** and **separation of duties**.",Prowler v4,AWS,FND-0005,735291151388,2026-07-11,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.827,4.55,MEDIUM,0.774
organizations_opt_out_ai_services_policy,AWS Organization has opted out of all AI services and child accounts cannot override the policy,medium,organizations,ap-south-1,unknown,arn:aws:organizations::735291151388:unknown,AWS Organizations is not in-use for this AWS Account.,**AWS Organizations** is assessed for an AI services opt-out policy that sets `services.default.opt_out_policy` to `optOut` and blocks child overrides via `@@operators_allowed_for_child_policies` set to `@@none`.,"Without an enforced opt-out, AI services may store and use your content for model training, weakening **confidentiality** and **data sovereignty**. If child accounts can override, they can re-enable data use, risking unintended cross-Region retention and exposure of logs, documents, or code processed by these services.","Establish an org-wide AI services opt-out: set the default to `optOut` and prohibit child policy overrides (`@@none`). Apply at the highest scope, gate exceptions through change control, and review periodically. Align with **least privilege** and **data minimization** to prevent unintended content sharing with managed AI services.",Prowler v4,AWS,FND-0082,735291151388,2026-07-11,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.824,4.53,MEDIUM,0.835
organizations_account_part_of_organizations,AWS account is a member of an active AWS Organization,medium,organizations,ap-south-1,unknown,arn:aws:organizations::735291151388:unknown,AWS Organizations is not in-use for this AWS Account.,"**AWS account** membership in **AWS Organizations** with organization status `ACTIVE`.

Assesses if the account is associated with an organization and that the organization state is `ACTIVE`.","Absence of **AWS Organizations** weakens governance across accounts. Without **SCP guardrails** and centralized policy, excessive permissions, unsafe network settings, or risky services may be enabled, threatening **confidentiality** and **integrity**. Fragmented logging and response slow containment, impacting **availability** and increasing cost exposure.","Operate all accounts under **AWS Organizations** (preferably with *all features*). Structure OUs, enforce **SCPs** for least privilege, and apply separation of duties between management and member accounts. Centralize logging and billing to support defense-in-depth, and routinely review org membership and policies.",Prowler v4,AWS,FND-0081,735291151388,2026-07-11,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.84,4.62,MEDIUM,0.834
networkfirewall_in_all_vpc,VPC has Network Firewall enabled,medium,networkfirewall,ap-south-1,vpc-056acc9b951114346,arn:aws:ec2:ap-south-1:735291151388:vpc/vpc-056acc9b951114346,VPC cloudguardian-vpc does not have Network Firewall enabled.,"**VPCs** with an **AWS Network Firewall** associated to the same VPC to inspect and filter network traffic.

Identifies VPCs that do not have a Network Firewall resource linked to them.","Without a **Network Firewall**, VPC traffic can bypass deep inspection and centralized policy enforcement, enabling **data exfiltration**, **command-and-control**, and **lateral movement**. Confidentiality is reduced by unmonitored flows; integrity and availability are threatened by malware and disruptive traffic.","Deploy **AWS Network Firewall** in each VPC or centralize inspection through a dedicated hub VPC.

Adopt a `default-deny` posture with least-privilege rules, restrict egress to required destinations, segment workloads (**defense in depth**, **zero trust**), and enable logging to monitor and tune network policies.",Prowler v4,AWS,FND-0080,735291151388,2026-07-11,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.827,4.55,MEDIUM,0.83
fms_policy_compliant,All AWS FMS policies in the admin account are compliant for all accounts,medium,fms,us-east-1,735291151388,arn:aws:fms:us-east-1:735291151388:policy,FMS without any compliant policy for account 735291151388.,**Firewall Manager** policies in the administrator account are evaluated for organization-wide compliance. The assessment reviews each policy's account-level status and flags entries marked `NON_COMPLIANT` or unset. It also identifies when no effective policies exist within the administrator scope.,"Policy drift or absence leaves in-scope resources without enforced controls, degrading **confidentiality**, **integrity**, and **availability**. Missing WAF, Shield, security group, or network firewall baselines can enable DDoS exposure, unsafe routes, and open access, leading to unauthorized entry and data exfiltration.","Maintain centralized enforcement with **Firewall Manager**: define mandatory policies for all relevant accounts/resources, enable automatic remediation where appropriate, and continuously monitor compliance. Apply **least privilege** and **defense in depth** by standardizing web, network, and DNS protections and alerting on drift.",Prowler v4,AWS,FND-0055,735291151388,2026-07-11,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.83,4.56,MEDIUM,0.836
config_recorder_all_regions_enabled,AWS Config recorder is enabled and not in failure state or disabled,medium,config,ap-south-1,735291151388,arn:aws:config:ap-south-1:735291151388:recorder,AWS Config recorder 735291151388 is disabled.,"**AWS accounts** have **AWS Config recorders** active and healthy in each Region. It identifies Regions with no recorder, a disabled recorder, or a recorder in a failure state.","**Gaps in Config recording** create **blind spots**. Changes in unmonitored Regions aren't captured, weakening **integrity** and **auditability**. Adversaries can alter resources or stage assets unnoticed, enabling misconfigurations and delaying **incident response**.",Enable **AWS Config** in every Region with continuous recording and maintain healthy recorder status.,Prowler v4,AWS,FND-0031,735291151388,2026-07-11,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.831,4.57,MEDIUM,0.826
vm_trusted_launch_enabled,Virtual Machine has Trusted Launch with Secure Boot and vTPM enabled,medium,vm,centralus,vm-web-cloudguardian-lab,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/RG-CLOUDGUARDIAN-LAB/providers/Microsoft.Compute/virtualMachines/vm-web-cloudguardian-lab,VM vm-web-cloudguardian-lab has trusted launch disabled in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08),"**Azure VMs** are evaluated for **Trusted Launch** with both **Secure Boot** and **vTPM** enabled.

Identifies VMs not set to `TrustedLaunch` or missing `secureBootEnabled` and `vTpmEnabled` together.","Missing **Trusted Launch** weakens boot-chain integrity. Attackers can persist via bootkits/rootkits, bypass OS controls, steal secrets, and tamper with drivers. Loss of attestation reduces detection, risking **integrity**, **confidentiality**, and **availability** through stealthy, hard-to-remediate compromises.",Adopt **defense in depth**: enable **Trusted Launch** with **Secure Boot** and **vTPM** on Gen2 VMs. Standardize on images with signed boot components and use supported sizes/OS. Enforce **least privilege** for administrators and enable attestation monitoring to prevent and detect boot-level tampering.,Prowler v4,Azure,FND-0285,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.965,5.31,MEDIUM,0.963
vm_jit_access_enabled,Virtual Machine has Just-in-Time (JIT) access enabled,medium,vm,centralus,vm-web-cloudguardian-lab,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/RG-CLOUDGUARDIAN-LAB/providers/Microsoft.Compute/virtualMachines/vm-web-cloudguardian-lab,VM vm-web-cloudguardian-lab in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not have JIT (Just-in-Time) access enabled.,"**Azure virtual machines** are associated with a **Just-in-Time (JIT) network access policy** that opens management ports only for approved, time-bound requests from specified source IPs.","Without **JIT**, management ports like `22`/`3389` may stay reachable, enabling:
- brute-force and password-spray attempts
- exploitation of remote access flaws or stolen keys
This threatens **confidentiality** (data exfiltration), **integrity** (unauthorized changes), and **availability** (service disruption).","Enable **JIT network access** and apply **least privilege** and **zero trust**:
- keep admin ports closed by default
- approve only specific IPs, minimal ports (e.g., `22`, `3389`), and short windows
- favor **private access** (VPN, Bastion)
- layer controls (**defense in depth**) and audit access requests",Prowler v4,Azure,FND-0201,Azure-Subscription,2026-07-04,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.968,5.32,MEDIUM,0.96
config-recorder-not-configured,AWS Config Not Enabled,medium,config,,config.regions.ap-northeast-1.NotConfigured,,config.regions.ap-northeast-1.NotConfigured,AWS Config Not Enabled,"No AWS Config recorders are configured, which means that changes in AWS resource configuration are not logged. This hinders security analysis, resource change tracking and compliance auditing.","Enable AWS Config in all regions, define the resources you want to record in each region and include global resources (IAM resources)",ScoutSuite,AWS,FND-0345,735291151388,2026-07-11,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.83,4.56,MEDIUM,0.826
config-recorder-not-configured,AWS Config Not Enabled,medium,config,,config.regions.us-east-2.NotConfigured,,config.regions.us-east-2.NotConfigured,AWS Config Not Enabled,"No AWS Config recorders are configured, which means that changes in AWS resource configuration are not logged. This hinders security analysis, resource change tracking and compliance auditing.","Enable AWS Config in all regions, define the resources you want to record in each region and include global resources (IAM resources)",ScoutSuite,AWS,FND-0359,735291151388,2026-07-11,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.83,4.56,MEDIUM,0.826
config-recorder-not-configured,AWS Config Not Enabled,medium,config,,config.regions.eu-west-3.NotConfigured,,config.regions.eu-west-3.NotConfigured,AWS Config Not Enabled,"No AWS Config recorders are configured, which means that changes in AWS resource configuration are not logged. This hinders security analysis, resource change tracking and compliance auditing.","Enable AWS Config in all regions, define the resources you want to record in each region and include global resources (IAM resources)",ScoutSuite,AWS,FND-0356,735291151388,2026-07-11,5.5,1,2,11.0,P3 - LOW,MEDIUM,MEDIUM,0.837,4.6,MEDIUM,0.826
